,origin_id,destination_id,total_trips,Arrival Hour
31,"STADIUM AREA, (182)","Santa Teresa, (149)",25.73,0
32,"STADIUM AREA, (182)","Santo Cristo, (150)",26.1,0
33,"STADIUM AREA, (182)","Saúde, (152)",17.69,0
34,"STADIUM AREA, (182)","São Cristóvão, (157)",65.45,0
35,"STADIUM AREA, (182)","São Francisco Xavier, (158)",20.52,0
36,"STADIUM AREA, (182)","Taquara, (160)",15.45,0
37,"STADIUM AREA, (182)","Tijuca, (162)",248.41,0
38,"STADIUM AREA, (182)","Vasco da Gama, (169)",16.83,0
39,"STADIUM AREA, (182)","SÃO GONÇALO, (17)",31.92,0
40,"STADIUM AREA, (182)","Vila Isabel, (174)",87.57,0
41,"STADIUM AREA, (182)","SÃO JOÃO DE MERITI, (18)",22.48,0
42,"STADIUM AREA, (182)","STADIUM AREA, (182)",813.75,0
43,"STADIUM AREA, (182)","Alto da Boa Vista, (24)",48.01,0
44,"STADIUM AREA, (182)","Andaraí, (26)",47.38,0
45,"STADIUM AREA, (182)","Barra da Tijuca, (30)",29.72,0
46,"STADIUM AREA, (182)","Benfica, (33)",33.78,0
47,"STADIUM AREA, (182)","Bento Ribeiro, (34)",10.45,0
48,"STADIUM AREA, (182)","Bonsucesso, (35)",12.11,0
49,"STADIUM AREA, (182)","Botafogo, (36)",44.59,0
50,"STADIUM AREA, (182)","Cachambi, (38)",20.21,0
51,"STADIUM AREA, (182)","Caju, (40)",15.25,0
52,"STADIUM AREA, (182)","Campo Grande, (43)",16.55,0
53,"STADIUM AREA, (182)","Catumbi, (47)",25.19,0
54,"STADIUM AREA, (182)","Centro, (49)",111.74,0
55,"STADIUM AREA, (182)","Cidade Nova, (50)",152.46,0
56,"STADIUM AREA, (182)","Colégio, (55)",14.49,0
57,"STADIUM AREA, (182)","Copacabana, (57)",30.68,0
58,"STADIUM AREA, (182)","JAPERI, (6)",12.15,0
59,"STADIUM AREA, (182)","Del Castilho, (63)",10.37,0
60,"STADIUM AREA, (182)","Engenho Novo, (67)",14.56,0
61,"STADIUM AREA, (182)","Estácio, (70)",13.27,0
62,"STADIUM AREA, (182)","Flamengo, (71)",22.73,0
63,"STADIUM AREA, (182)","Freguesia (Jacarepaguá), (73)",16.83,0
64,"STADIUM AREA, (182)","Gamboa, (75)",47.51,0
65,"STADIUM AREA, (182)","Grajaú, (79)",14.86,0
66,"STADIUM AREA, (182)","Guaratiba, (82)",14.25,0
67,"STADIUM AREA, (182)","Gávea, (83)",20.32,0
68,"STADIUM AREA, (182)","Jacarepaguá, (92)",44.91,0
69,"STADIUM AREA, (182)","Jacarezinho, (93)",12.52,0
70,"STADIUM AREA, (182)","Jardim Botânico, (96)",22.52,0
71,"Alto da Boa Vista, (24)","STADIUM AREA, (182)",13.64,0
72,"Andaraí, (26)","STADIUM AREA, (182)",46.34,0
73,"Barra da Tijuca, (30)","STADIUM AREA, (182)",19.28,0
74,"Benfica, (33)","STADIUM AREA, (182)",28.56,0
75,"Botafogo, (36)","STADIUM AREA, (182)",46.31,0
76,"Centro, (49)","STADIUM AREA, (182)",38.35,0
77,"Cidade Nova, (50)","STADIUM AREA, (182)",19.38,0
78,"Copacabana, (57)","STADIUM AREA, (182)",34.19,0
79,"Encantado, (65)","STADIUM AREA, (182)",13.6,0
80,"Engenho Novo, (67)","STADIUM AREA, (182)",19.89,0
81,"Engenho de Dentro, (69)","STADIUM AREA, (182)",15.34,0
82,"Flamengo, (71)","STADIUM AREA, (182)",22.84,0
83,"Galeão, (74)","STADIUM AREA, (182)",15.04,0
84,"Grajaú, (79)","STADIUM AREA, (182)",18.94,0
85,"Ipanema, (89)","STADIUM AREA, (182)",30.41,0
86,"Jacarepaguá, (92)","STADIUM AREA, (182)",11.63,0
0,"Leblon, (103)","STADIUM AREA, (182)",30.63,1
1,"Madureira, (106)","STADIUM AREA, (182)",11.94,1
2,"Mangueira, (108)","STADIUM AREA, (182)",12.92,1
3,"Maré, (113)","STADIUM AREA, (182)",10.34,1
4,"Méier, (115)","STADIUM AREA, (182)",13.74,1
5,"NITERÓI, (12)","STADIUM AREA, (182)",15.32,1
6,"Praça da Bandeira, (135)","STADIUM AREA, (182)",34.57,1
7,"Rio Comprido, (143)","STADIUM AREA, (182)",36.09,1
8,"Rocha, (144)","STADIUM AREA, (182)",15.09,1
9,"Santa Teresa, (149)","STADIUM AREA, (182)",23.46,1
10,"Saúde, (152)","STADIUM AREA, (182)",10.48,1
11,"São Cristóvão, (157)","STADIUM AREA, (182)",62.84,1
12,"São Francisco Xavier, (158)","STADIUM AREA, (182)",16.22,1
13,"Tijuca, (162)","STADIUM AREA, (182)",230.38,1
14,"Todos os Santos, (163)","STADIUM AREA, (182)",11.52,1
15,"Vargem Pequena, (168)","STADIUM AREA, (182)",10.28,1
16,"Vasco da Gama, (169)","STADIUM AREA, (182)",11.87,1
17,"SÃO GONÇALO, (17)","STADIUM AREA, (182)",20.85,1
18,"Vicente de Carvalho, (171)","STADIUM AREA, (182)",12.11,1
19,"Vidigal, (172)","STADIUM AREA, (182)",10.79,1
20,"Vila Isabel, (174)","STADIUM AREA, (182)",67.24,1
21,"SÃO JOÃO DE MERITI, (18)","STADIUM AREA, (182)",10.52,1
22,"STADIUM AREA, (182)","MESQUITA, (10)",21.98,1
23,"STADIUM AREA, (182)","Olaria, (116)",13.3,1
24,"STADIUM AREA, (182)","NITERÓI, (12)",18.31,1
25,"STADIUM AREA, (182)","Pavuna, (124)",16.13,1
26,"STADIUM AREA, (182)","Penha Circular, (128)",10.24,1
27,"STADIUM AREA, (182)","Piedade, (129)",11.89,1
28,"STADIUM AREA, (182)","Praça Seca, (134)",10.74,1
29,"STADIUM AREA, (182)","Praça da Bandeira, (135)",57.03,1
30,"STADIUM AREA, (182)","Ramos, (137)",25.82,1
31,"STADIUM AREA, (182)","NOVA IGUAÇU, (14)",10.79,1
32,"STADIUM AREA, (182)","Rio Comprido, (143)",21.96,1
33,"STADIUM AREA, (182)","Rocha, (144)",12.88,1
34,"STADIUM AREA, (182)","Sampaio, (147)",11.97,1
35,"STADIUM AREA, (182)","Santo Cristo, (150)",12.39,1
36,"STADIUM AREA, (182)","Saúde, (152)",17.46,1
37,"STADIUM AREA, (182)","São Cristóvão, (157)",49.37,1
38,"STADIUM AREA, (182)","Tijuca, (162)",255.93,1
39,"STADIUM AREA, (182)","Tomás Coelho, (164)",17.21,1
40,"STADIUM AREA, (182)","Vila Isabel, (174)",83.74,1
41,"STADIUM AREA, (182)","Água Santa, (181)",10.7,1
42,"STADIUM AREA, (182)","STADIUM AREA, (182)",646.42,1
43,"STADIUM AREA, (182)","DUQUE DE CAXIAS, (2)",27.32,1
44,"STADIUM AREA, (182)","Acari, (23)",10.28,1
45,"STADIUM AREA, (182)","Alto da Boa Vista, (24)",24.3,1
46,"STADIUM AREA, (182)","Andaraí, (26)",44.42,1
47,"STADIUM AREA, (182)","Anil, (27)",11.54,1
48,"STADIUM AREA, (182)","Bancários, (28)",11.39,1
49,"STADIUM AREA, (182)","Bangu, (29)",12.62,1
50,"STADIUM AREA, (182)","Barra da Tijuca, (30)",28.48,1
51,"STADIUM AREA, (182)","Benfica, (33)",15.26,1
52,"STADIUM AREA, (182)","Botafogo, (36)",27.18,1
53,"STADIUM AREA, (182)","Cachambi, (38)",19.94,1
54,"STADIUM AREA, (182)","Caju, (40)",10.85,1
55,"STADIUM AREA, (182)","Centro, (49)",91.44,1
56,"STADIUM AREA, (182)","Cidade Nova, (50)",107.19,1
57,"STADIUM AREA, (182)","Cocotá, (53)",12.48,1
58,"STADIUM AREA, (182)","Complexo do Alemão, (56)",11.0,1
59,"STADIUM AREA, (182)","Copacabana, (57)",37.53,1
60,"STADIUM AREA, (182)","Cosmos, (60)",10.92,1
61,"STADIUM AREA, (182)","Engenho Novo, (67)",13.43,1
62,"STADIUM AREA, (182)","Engenho de Dentro, (69)",22.48,1
63,"STADIUM AREA, (182)","Estácio, (70)",26.07,1
64,"STADIUM AREA, (182)","Flamengo, (71)",10.21,1
65,"STADIUM AREA, (182)","Grajaú, (79)",10.53,1
66,"STADIUM AREA, (182)","MANGARATIBA, (8)",10.05,1
67,"Andaraí, (26)","STADIUM AREA, (182)",23.35,1
68,"Bangu, (29)","STADIUM AREA, (182)",14.34,1
69,"Barra da Tijuca, (30)","STADIUM AREA, (182)",20.78,1
70,"Benfica, (33)","STADIUM AREA, (182)",12.86,1
71,"Botafogo, (36)","STADIUM AREA, (182)",40.14,1
72,"Brás de Pina, (37)","STADIUM AREA, (182)",10.22,1
73,"Cascadura, (45)","STADIUM AREA, (182)",10.13,1
74,"Centro, (49)","STADIUM AREA, (182)",65.69,1
75,"Cidade Nova, (50)","STADIUM AREA, (182)",47.32,1
76,"Copacabana, (57)","STADIUM AREA, (182)",25.79,1
77,"Engenho de Dentro, (69)","STADIUM AREA, (182)",10.23,1
78,"Estácio, (70)","STADIUM AREA, (182)",17.15,1
79,"Flamengo, (71)","STADIUM AREA, (182)",13.97,1
80,"Glória, (78)","STADIUM AREA, (182)",13.95,1
81,"Grajaú, (79)","STADIUM AREA, (182)",20.54,1
82,"Humaitá, (86)","STADIUM AREA, (182)",12.81,1
83,"Ipanema, (89)","STADIUM AREA, (182)",23.35,1
84,"Itanhangá, (91)","STADIUM AREA, (182)",11.2,1
85,"Jacarepaguá, (92)","STADIUM AREA, (182)",11.85,1
86,"Jacarezinho, (93)","STADIUM AREA, (182)",11.47,1
87,"Jacaré, (94)","STADIUM AREA, (182)",10.46,1
0,"Leblon, (103)","STADIUM AREA, (182)",10.33,2
1,"Manguinhos, (109)","STADIUM AREA, (182)",14.98,2
2,"Marechal Hermes, (111)","STADIUM AREA, (182)",11.77,2
3,"Maria da Graça, (112)","STADIUM AREA, (182)",11.43,2
4,"NITERÓI, (12)","STADIUM AREA, (182)",11.44,2
5,"Parada de Lucas, (121)","STADIUM AREA, (182)",10.52,2
6,"Praça da Bandeira, (135)","STADIUM AREA, (182)",37.43,2
7,"Quintino Bocaiúva, (136)","STADIUM AREA, (182)",15.97,2
8,"Realengo, (138)","STADIUM AREA, (182)",14.2,2
9,"Riachuelo, (140)","STADIUM AREA, (182)",12.49,2
10,"Rio Comprido, (143)","STADIUM AREA, (182)",23.68,2
11,"Rocha, (144)","STADIUM AREA, (182)",18.85,2
12,"Santa Teresa, (149)","STADIUM AREA, (182)",30.48,2
13,"São Cristóvão, (157)","STADIUM AREA, (182)",38.64,2
14,"São Francisco Xavier, (158)","STADIUM AREA, (182)",25.0,2
15,"Tijuca, (162)","STADIUM AREA, (182)",156.85,2
16,"Todos os Santos, (163)","STADIUM AREA, (182)",11.9,2
17,"Urca, (166)","STADIUM AREA, (182)",13.8,2
18,"Vila Isabel, (174)","STADIUM AREA, (182)",48.07,2
19,"STADIUM AREA, (182)","Mangueira, (108)",12.87,2
20,"STADIUM AREA, (182)","Maré, (113)",26.31,2
21,"STADIUM AREA, (182)","Pechincha, (125)",17.16,2
22,"STADIUM AREA, (182)","Praça Seca, (134)",10.03,2
23,"STADIUM AREA, (182)","Praça da Bandeira, (135)",14.68,2
24,"STADIUM AREA, (182)","Ricardo de Albuquerque, (142)",11.61,2
25,"STADIUM AREA, (182)","Rio Comprido, (143)",30.23,2
26,"STADIUM AREA, (182)","São Cristóvão, (157)",61.13,2
27,"STADIUM AREA, (182)","São Francisco Xavier, (158)",14.96,2
28,"STADIUM AREA, (182)","Tijuca, (162)",173.45,2
29,"STADIUM AREA, (182)","Vasco da Gama, (169)",14.98,2
30,"STADIUM AREA, (182)","Vidigal, (172)",12.54,2
31,"STADIUM AREA, (182)","Vila Isabel, (174)",65.46,2
32,"STADIUM AREA, (182)","STADIUM AREA, (182)",658.34,2
33,"STADIUM AREA, (182)","DUQUE DE CAXIAS, (2)",20.91,2
34,"STADIUM AREA, (182)","Alto da Boa Vista, (24)",17.61,2
35,"STADIUM AREA, (182)","Barra da Tijuca, (30)",10.84,2
36,"STADIUM AREA, (182)","Benfica, (33)",13.17,2
37,"STADIUM AREA, (182)","Bento Ribeiro, (34)",11.41,2
38,"STADIUM AREA, (182)","Botafogo, (36)",26.36,2
39,"STADIUM AREA, (182)","Brás de Pina, (37)",11.41,2
40,"STADIUM AREA, (182)","Caju, (40)",12.07,2
41,"STADIUM AREA, (182)","Centro, (49)",46.91,2
42,"STADIUM AREA, (182)","Cidade Nova, (50)",64.87,2
43,"STADIUM AREA, (182)","Copacabana, (57)",17.09,2
44,"STADIUM AREA, (182)","Deodoro, (64)",12.53,2
45,"STADIUM AREA, (182)","Engenho de Dentro, (69)",17.15,2
46,"STADIUM AREA, (182)","Estácio, (70)",13.29,2
47,"STADIUM AREA, (182)","Freguesia (Jacarepaguá), (73)",14.06,2
48,"STADIUM AREA, (182)","Glória, (78)",12.69,2
49,"STADIUM AREA, (182)","Inhaúma, (87)",13.2,2
50,"STADIUM AREA, (182)","Ipanema, (89)",22.31,2
51,"STADIUM AREA, (182)","Itanhangá, (91)",12.17,2
52,"STADIUM AREA, (182)","Jacarepaguá, (92)",28.18,2
53,"STADIUM AREA, (182)","Jacaré, (94)",12.88,2
54,"Alto da Boa Vista, (24)","STADIUM AREA, (182)",12.07,2
55,"Andaraí, (26)","STADIUM AREA, (182)",41.41,2
56,"Benfica, (33)","STADIUM AREA, (182)",14.12,2
57,"Botafogo, (36)","STADIUM AREA, (182)",29.06,2
58,"Cascadura, (45)","STADIUM AREA, (182)",14.64,2
59,"Catete, (46)","STADIUM AREA, (182)",13.61,2
60,"Centro, (49)","STADIUM AREA, (182)",67.1,2
61,"Cidade Nova, (50)","STADIUM AREA, (182)",33.71,2
62,"Cidade Universitária, (51)","STADIUM AREA, (182)",11.24,2
63,"Copacabana, (57)","STADIUM AREA, (182)",15.47,2
64,"Estácio, (70)","STADIUM AREA, (182)",10.68,2
65,"Inhaúma, (87)","STADIUM AREA, (182)",12.89,2
66,"Jacaré, (94)","STADIUM AREA, (182)",11.47,2
0,"Lagoa, (101)","STADIUM AREA, (182)",18.52,3
1,"Maria da Graça, (112)","STADIUM AREA, (182)",10.29,3
2,"Pechincha, (125)","STADIUM AREA, (182)",12.61,3
3,"Praça da Bandeira, (135)","STADIUM AREA, (182)",19.4,3
4,"Realengo, (138)","STADIUM AREA, (182)",10.82,3
5,"Rio Comprido, (143)","STADIUM AREA, (182)",11.79,3
6,"Rocha, (144)","STADIUM AREA, (182)",31.57,3
7,"Santa Teresa, (149)","STADIUM AREA, (182)",16.65,3
8,"Santo Cristo, (150)","STADIUM AREA, (182)",31.11,3
9,"Saúde, (152)","STADIUM AREA, (182)",15.53,3
10,"São Cristóvão, (157)","STADIUM AREA, (182)",17.72,3
11,"São Francisco Xavier, (158)","STADIUM AREA, (182)",13.45,3
12,"Tijuca, (162)","STADIUM AREA, (182)",130.19,3
13,"SÃO GONÇALO, (17)","STADIUM AREA, (182)",10.62,3
14,"Vila Isabel, (174)","STADIUM AREA, (182)",47.17,3
15,"STADIUM AREA, (182)","Laranjeiras, (102)",15.8,3
16,"STADIUM AREA, (182)","Madureira, (106)",14.07,3
17,"STADIUM AREA, (182)","Parque Columbia, (123)",10.55,3
18,"STADIUM AREA, (182)","Penha, (127)",15.26,3
19,"STADIUM AREA, (182)","Praça Seca, (134)",12.3,3
20,"STADIUM AREA, (182)","Praça da Bandeira, (135)",26.65,3
21,"STADIUM AREA, (182)","Ramos, (137)",11.3,3
22,"STADIUM AREA, (182)","Realengo, (138)",18.16,3
23,"STADIUM AREA, (182)","Rio Comprido, (143)",15.21,3
24,"STADIUM AREA, (182)","Rocha Miranda, (145)",11.81,3
25,"STADIUM AREA, (182)","Sampaio, (147)",10.7,3
26,"STADIUM AREA, (182)","São Conrado, (156)",12.23,3
27,"STADIUM AREA, (182)","São Cristóvão, (157)",22.52,3
28,"STADIUM AREA, (182)","Tijuca, (162)",151.46,3
29,"STADIUM AREA, (182)","Vila Isabel, (174)",52.0,3
30,"STADIUM AREA, (182)","STADIUM AREA, (182)",549.13,3
31,"STADIUM AREA, (182)","Andaraí, (26)",46.97,3
32,"STADIUM AREA, (182)","Benfica, (33)",22.59,3
33,"STADIUM AREA, (182)","Bento Ribeiro, (34)",10.62,3
34,"STADIUM AREA, (182)","Botafogo, (36)",16.39,3
35,"STADIUM AREA, (182)","Caju, (40)",13.98,3
36,"STADIUM AREA, (182)","Centro, (49)",53.53,3
37,"STADIUM AREA, (182)","Cidade Nova, (50)",42.7,3
38,"STADIUM AREA, (182)","Copacabana, (57)",15.47,3
39,"STADIUM AREA, (182)","Cosme Velho, (59)",12.34,3
40,"STADIUM AREA, (182)","Deodoro, (64)",11.93,3
41,"STADIUM AREA, (182)","Engenho Novo, (67)",26.18,3
42,"STADIUM AREA, (182)","Estácio, (70)",17.46,3
43,"STADIUM AREA, (182)","Flamengo, (71)",14.23,3
44,"STADIUM AREA, (182)","Guadalupe, (81)",13.41,3
45,"STADIUM AREA, (182)","Inhaúma, (87)",14.08,3
46,"STADIUM AREA, (182)","Jacarepaguá, (92)",12.62,3
47,"STADIUM AREA, (182)","Jacaré, (94)",10.52,3
48,"SEROPÉDICA, (19)","STADIUM AREA, (182)",12.37,3
49,"Andaraí, (26)","STADIUM AREA, (182)",37.94,3
50,"Barra da Tijuca, (30)","STADIUM AREA, (182)",23.35,3
51,"Benfica, (33)","STADIUM AREA, (182)",18.48,3
52,"Botafogo, (36)","STADIUM AREA, (182)",29.33,3
53,"Campo dos Afonsos, (44)","STADIUM AREA, (182)",10.82,3
54,"Centro, (49)","STADIUM AREA, (182)",88.38,3
55,"Cidade Nova, (50)","STADIUM AREA, (182)",28.56,3
56,"Copacabana, (57)","STADIUM AREA, (182)",35.66,3
57,"Del Castilho, (63)","STADIUM AREA, (182)",14.16,3
58,"Freguesia (Jacarepaguá), (73)","STADIUM AREA, (182)",14.1,3
59,"Gamboa, (75)","STADIUM AREA, (182)",16.19,3
60,"Inhaúma, (87)","STADIUM AREA, (182)",10.77,3
61,"Ipanema, (89)","STADIUM AREA, (182)",17.2,3
0,"BELFORD ROXO, (0)","STADIUM AREA, (182)",12.78,4
1,"Lagoa, (101)","STADIUM AREA, (182)",10.93,4
2,"Leblon, (103)","STADIUM AREA, (182)",11.19,4
3,"Maré, (113)","STADIUM AREA, (182)",12.02,4
4,"Méier, (115)","STADIUM AREA, (182)",27.28,4
5,"NITERÓI, (12)","STADIUM AREA, (182)",10.7,4
6,"Piedade, (129)","STADIUM AREA, (182)",13.79,4
7,"Praça Seca, (134)","STADIUM AREA, (182)",10.15,4
8,"Praça da Bandeira, (135)","STADIUM AREA, (182)",35.65,4
9,"Ramos, (137)","STADIUM AREA, (182)",11.28,4
10,"Riachuelo, (140)","STADIUM AREA, (182)",11.23,4
11,"Rio Comprido, (143)","STADIUM AREA, (182)",20.44,4
12,"Santo Cristo, (150)","STADIUM AREA, (182)",11.92,4
13,"São Cristóvão, (157)","STADIUM AREA, (182)",40.4,4
14,"Tijuca, (162)","STADIUM AREA, (182)",103.88,4
15,"Vasco da Gama, (169)","STADIUM AREA, (182)",13.73,4
16,"Vidigal, (172)","STADIUM AREA, (182)",11.06,4
17,"Vila Isabel, (174)","STADIUM AREA, (182)",18.31,4
18,"Vila Militar, (176)","STADIUM AREA, (182)",19.12,4
19,"STADIUM AREA, (182)","Lins de Vasconcelos, (105)",11.61,4
20,"STADIUM AREA, (182)","Madureira, (106)",14.47,4
21,"STADIUM AREA, (182)","Marechal Hermes, (111)",14.54,4
22,"STADIUM AREA, (182)","Pilares, (130)",14.82,4
23,"STADIUM AREA, (182)","Praça da Bandeira, (135)",32.85,4
24,"STADIUM AREA, (182)","Ramos, (137)",21.76,4
25,"STADIUM AREA, (182)","Realengo, (138)",18.46,4
26,"STADIUM AREA, (182)","Rio Comprido, (143)",14.56,4
27,"STADIUM AREA, (182)","Rocha, (144)",14.6,4
28,"STADIUM AREA, (182)","Santa Teresa, (149)",15.21,4
29,"STADIUM AREA, (182)","Senador Vasconcelos, (154)",10.96,4
30,"STADIUM AREA, (182)","São Cristóvão, (157)",43.0,4
31,"STADIUM AREA, (182)","Tijuca, (162)",133.58,4
32,"STADIUM AREA, (182)","Todos os Santos, (163)",14.74,4
33,"STADIUM AREA, (182)","Vargem Pequena, (168)",10.76,4
34,"STADIUM AREA, (182)","Vasco da Gama, (169)",14.5,4
35,"STADIUM AREA, (182)","Vila Isabel, (174)",53.82,4
36,"STADIUM AREA, (182)","SÃO JOÃO DE MERITI, (18)",17.88,4
37,"STADIUM AREA, (182)","STADIUM AREA, (182)",514.08,4
38,"STADIUM AREA, (182)","Andaraí, (26)",21.92,4
39,"STADIUM AREA, (182)","Benfica, (33)",25.73,4
40,"STADIUM AREA, (182)","Campo Grande, (43)",13.69,4
41,"STADIUM AREA, (182)","Centro, (49)",31.24,4
42,"STADIUM AREA, (182)","Cidade Nova, (50)",47.66,4
43,"STADIUM AREA, (182)","Cidade de Deus, (52)",11.19,4
44,"STADIUM AREA, (182)","Colégio, (55)",12.87,4
45,"STADIUM AREA, (182)","Copacabana, (57)",28.89,4
46,"STADIUM AREA, (182)","Deodoro, (64)",18.85,4
47,"STADIUM AREA, (182)","Engenho da Rainha, (68)",14.42,4
48,"STADIUM AREA, (182)","Engenho de Dentro, (69)",25.55,4
49,"STADIUM AREA, (182)","Freguesia (Jacarepaguá), (73)",16.42,4
50,"STADIUM AREA, (182)","Galeão, (74)",13.24,4
51,"STADIUM AREA, (182)","Grajaú, (79)",16.76,4
52,"STADIUM AREA, (182)","Higienópolis, (84)",11.64,4
53,"STADIUM AREA, (182)","Inhaúma, (87)",20.14,4
54,"STADIUM AREA, (182)","Ipanema, (89)",11.8,4
55,"STADIUM AREA, (182)","Jacarepaguá, (92)",16.93,4
56,"Acari, (23)","STADIUM AREA, (182)",11.51,4
57,"Andaraí, (26)","STADIUM AREA, (182)",42.76,4
58,"Benfica, (33)","STADIUM AREA, (182)",13.35,4
59,"Botafogo, (36)","STADIUM AREA, (182)",34.42,4
60,"Cachambi, (38)","STADIUM AREA, (182)",12.91,4
61,"Catumbi, (47)","STADIUM AREA, (182)",11.57,4
62,"Centro, (49)","STADIUM AREA, (182)",37.3,4
63,"Cidade Nova, (50)","STADIUM AREA, (182)",48.28,4
64,"Cidade Universitária, (51)","STADIUM AREA, (182)",13.23,4
65,"Copacabana, (57)","STADIUM AREA, (182)",27.64,4
66,"Freguesia (Jacarepaguá), (73)","STADIUM AREA, (182)",10.83,4
67,"Grajaú, (79)","STADIUM AREA, (182)",22.36,4
68,"Higienópolis, (84)","STADIUM AREA, (182)",13.75,4
69,"Jacaré, (94)","STADIUM AREA, (182)",12.24,4
0,"BELFORD ROXO, (0)","STADIUM AREA, (182)",27.53,5
1,"Leblon, (103)","STADIUM AREA, (182)",12.82,5
2,"Lins de Vasconcelos, (105)","STADIUM AREA, (182)",13.11,5
3,"Manguinhos, (109)","STADIUM AREA, (182)",17.67,5
4,"NILÓPOLIS, (11)","STADIUM AREA, (182)",23.04,5
5,"Marechal Hermes, (111)","STADIUM AREA, (182)",17.89,5
6,"Maré, (113)","STADIUM AREA, (182)",43.75,5
7,"Méier, (115)","STADIUM AREA, (182)",10.13,5
8,"Paciência, (118)","STADIUM AREA, (182)",13.97,5
9,"Pavuna, (124)","STADIUM AREA, (182)",21.87,5
10,"Praça da Bandeira, (135)","STADIUM AREA, (182)",54.68,5
11,"Ramos, (137)","STADIUM AREA, (182)",25.79,5
12,"Realengo, (138)","STADIUM AREA, (182)",22.06,5
13,"NOVA IGUAÇU, (14)","STADIUM AREA, (182)",54.7,5
14,"Rio Comprido, (143)","STADIUM AREA, (182)",18.31,5
15,"Santa Cruz, (148)","STADIUM AREA, (182)",20.33,5
16,"Santa Teresa, (149)","STADIUM AREA, (182)",18.09,5
17,"Santo Cristo, (150)","STADIUM AREA, (182)",22.39,5
18,"Saúde, (152)","STADIUM AREA, (182)",15.99,5
19,"São Cristóvão, (157)","STADIUM AREA, (182)",59.14,5
20,"Taquara, (160)","STADIUM AREA, (182)",11.3,5
21,"Tijuca, (162)","STADIUM AREA, (182)",142.36,5
22,"Todos os Santos, (163)","STADIUM AREA, (182)",13.25,5
23,"SÃO GONÇALO, (17)","STADIUM AREA, (182)",40.34,5
24,"Vigário Geral, (173)","STADIUM AREA, (182)",14.97,5
25,"Vila Isabel, (174)","STADIUM AREA, (182)",64.51,5
26,"Vila Kosmos, (175)","STADIUM AREA, (182)",14.48,5
27,"Vila Militar, (176)","STADIUM AREA, (182)",15.27,5
28,"Vila da Penha, (178)","STADIUM AREA, (182)",12.63,5
29,"SÃO JOÃO DE MERITI, (18)","STADIUM AREA, (182)",50.8,5
30,"Água Santa, (181)","STADIUM AREA, (182)",13.7,5
31,"STADIUM AREA, (182)","Laranjeiras, (102)",28.35,5
32,"STADIUM AREA, (182)","Leme, (104)",13.43,5
33,"STADIUM AREA, (182)","Lins de Vasconcelos, (105)",15.04,5
34,"STADIUM AREA, (182)","Madureira, (106)",11.22,5
35,"STADIUM AREA, (182)","NILÓPOLIS, (11)",19.15,5
36,"STADIUM AREA, (182)","Méier, (115)",15.52,5
37,"STADIUM AREA, (182)","NITERÓI, (12)",43.76,5
38,"STADIUM AREA, (182)","NOVA FRIBURGO, (13)",10.66,5
39,"STADIUM AREA, (182)","Praça da Bandeira, (135)",38.41,5
40,"STADIUM AREA, (182)","Realengo, (138)",15.14,5
41,"STADIUM AREA, (182)","Rio Comprido, (143)",29.23,5
42,"STADIUM AREA, (182)","Sampaio, (147)",13.27,5
43,"STADIUM AREA, (182)","Santa Cruz, (148)",10.5,5
44,"STADIUM AREA, (182)","Santa Teresa, (149)",15.65,5
