,origin_id,destination_id,total_trips,Arrival Hour
1919,"Sepetiba, (155)","STADIUM AREA, (182)",11.02,18
1920,"São Conrado, (156)","STADIUM AREA, (182)",52.1,18
1921,"São Cristóvão, (157)","STADIUM AREA, (182)",623.29,18
1922,"São Francisco Xavier, (158)","STADIUM AREA, (182)",103.0,18
1923,"Tanque, (159)","STADIUM AREA, (182)",34.57,18
1924,"QUEIMADOS, (16)","STADIUM AREA, (182)",122.4,18
1925,"Taquara, (160)","STADIUM AREA, (182)",110.77,18
1926,"Tauá, (161)","STADIUM AREA, (182)",19.27,18
1927,"Tijuca, (162)","STADIUM AREA, (182)",2251.6,18
1928,"Todos os Santos, (163)","STADIUM AREA, (182)",66.33,18
1929,"Tomás Coelho, (164)","STADIUM AREA, (182)",116.45,18
1930,"Turiaçu, (165)","STADIUM AREA, (182)",36.4,18
1931,"Urca, (166)","STADIUM AREA, (182)",45.96,18
1932,"Vargem Grande, (167)","STADIUM AREA, (182)",13.11,18
1933,"Vargem Pequena, (168)","STADIUM AREA, (182)",41.52,18
1934,"Vasco da Gama, (169)","STADIUM AREA, (182)",137.83,18
1935,"SÃO GONÇALO, (17)","STADIUM AREA, (182)",384.43,18
1936,"Vicente de Carvalho, (171)","STADIUM AREA, (182)",51.77,18
1937,"Vidigal, (172)","STADIUM AREA, (182)",34.03,18
1938,"Vigário Geral, (173)","STADIUM AREA, (182)",64.7,18
1939,"Vila Isabel, (174)","STADIUM AREA, (182)",577.68,18
1940,"Vila Kosmos, (175)","STADIUM AREA, (182)",15.14,18
1941,"Vila Militar, (176)","STADIUM AREA, (182)",196.51,18
1942,"Vila Valqueire, (177)","STADIUM AREA, (182)",55.96,18
1943,"Vila da Penha, (178)","STADIUM AREA, (182)",56.46,18
1944,"SÃO JOÃO DE MERITI, (18)","STADIUM AREA, (182)",380.14,18
1945,"Água Santa, (181)","STADIUM AREA, (182)",78.17,18
1946,"SEROPÉDICA, (19)","STADIUM AREA, (182)",54.51,18
1947,"DUQUE DE CAXIAS, (2)","STADIUM AREA, (182)",813.26,18
1948,"TANGUÁ, (20)","STADIUM AREA, (182)",18.69,18
1949,"Abolição, (22)","STADIUM AREA, (182)",19.79,18
1950,"Acari, (23)","STADIUM AREA, (182)",26.45,18
1951,"Alto da Boa Vista, (24)","STADIUM AREA, (182)",134.47,18
1952,"Anchieta, (25)","STADIUM AREA, (182)",67.9,18
1953,"Andaraí, (26)","STADIUM AREA, (182)",403.59,18
1954,"Bancários, (28)","STADIUM AREA, (182)",16.61,18
1955,"Bangu, (29)","STADIUM AREA, (182)",162.89,18
1956,"Barra da Tijuca, (30)","STADIUM AREA, (182)",520.05,18
1957,"Barra de Guaratiba, (31)","STADIUM AREA, (182)",11.65,18
1958,"Barros Filho, (32)","STADIUM AREA, (182)",40.25,18
1959,"Benfica, (33)","STADIUM AREA, (182)",290.36,18
1960,"Bento Ribeiro, (34)","STADIUM AREA, (182)",90.59,18
1961,"Bonsucesso, (35)","STADIUM AREA, (182)",129.82,18
1962,"Botafogo, (36)","STADIUM AREA, (182)",683.26,18
1963,"Brás de Pina, (37)","STADIUM AREA, (182)",68.19,18
1964,"Cachambi, (38)","STADIUM AREA, (182)",146.07,18
1965,"Cacuia, (39)","STADIUM AREA, (182)",16.89,18
1966,"ITABORAÍ, (4)","STADIUM AREA, (182)",32.56,18
1967,"Caju, (40)","STADIUM AREA, (182)",261.15,18
1968,"Campo Grande, (43)","STADIUM AREA, (182)",241.79,18
1969,"Cascadura, (45)","STADIUM AREA, (182)",117.99,18
1970,"Catete, (46)","STADIUM AREA, (182)",156.5,18
1971,"Catumbi, (47)","STADIUM AREA, (182)",78.21,18
1972,"Cavalcanti, (48)","STADIUM AREA, (182)",18.45,18
1973,"Centro, (49)","STADIUM AREA, (182)",1463.88,18
1974,"ITAGUAÍ, (5)","STADIUM AREA, (182)",30.51,18
1975,"Cidade Nova, (50)","STADIUM AREA, (182)",184.59,18
1976,"Cidade Universitária, (51)","STADIUM AREA, (182)",119.91,18
1977,"Cidade de Deus, (52)","STADIUM AREA, (182)",35.7,18
1978,"Coelho Neto, (54)","STADIUM AREA, (182)",77.92,18
1979,"Colégio, (55)","STADIUM AREA, (182)",78.16,18
1980,"Complexo do Alemão, (56)","STADIUM AREA, (182)",57.07,18
1981,"Copacabana, (57)","STADIUM AREA, (182)",917.77,18
1982,"Cordovil, (58)","STADIUM AREA, (182)",41.4,18
1983,"Cosme Velho, (59)","STADIUM AREA, (182)",49.29,18
1984,"JAPERI, (6)","STADIUM AREA, (182)",73.04,18
1985,"Cosmos, (60)","STADIUM AREA, (182)",36.79,18
1986,"Costa Barros, (61)","STADIUM AREA, (182)",28.94,18
1987,"Curicica, (62)","STADIUM AREA, (182)",30.45,18
1988,"Del Castilho, (63)","STADIUM AREA, (182)",113.89,18
1989,"Deodoro, (64)","STADIUM AREA, (182)",189.14,18
1990,"Encantado, (65)","STADIUM AREA, (182)",60.34,18
1991,"Engenheiro Leal, (66)","STADIUM AREA, (182)",31.15,18
1992,"Engenho Novo, (67)","STADIUM AREA, (182)",162.0,18
1993,"Engenho da Rainha, (68)","STADIUM AREA, (182)",80.67,18
1994,"Engenho de Dentro, (69)","STADIUM AREA, (182)",130.99,18
1995,"MAGÉ, (7)","STADIUM AREA, (182)",108.46,18
1996,"Estácio, (70)","STADIUM AREA, (182)",194.93,18
1997,"Flamengo, (71)","STADIUM AREA, (182)",253.62,18
1998,"Freguesia (Jacarepaguá), (73)","STADIUM AREA, (182)",160.18,18
1999,"Galeão, (74)","STADIUM AREA, (182)",89.28,18
2000,"Gamboa, (75)","STADIUM AREA, (182)",132.88,18
2001,"Gardênia Azul, (76)","STADIUM AREA, (182)",15.75,18
2002,"Glória, (78)","STADIUM AREA, (182)",62.67,18
2003,"Grajaú, (79)","STADIUM AREA, (182)",189.54,18
2004,"MANGARATIBA, (8)","STADIUM AREA, (182)",25.11,18
2005,"Guadalupe, (81)","STADIUM AREA, (182)",39.33,18
2006,"Guaratiba, (82)","STADIUM AREA, (182)",47.25,18
2007,"Gávea, (83)","STADIUM AREA, (182)",86.38,18
2008,"Higienópolis, (84)","STADIUM AREA, (182)",88.7,18
2009,"Honório Gurgel, (85)","STADIUM AREA, (182)",29.07,18
2010,"Humaitá, (86)","STADIUM AREA, (182)",70.94,18
2011,"Inhaúma, (87)","STADIUM AREA, (182)",211.82,18
2012,"Inhoaíba, (88)","STADIUM AREA, (182)",31.06,18
2013,"Ipanema, (89)","STADIUM AREA, (182)",311.56,18
2014,"MARICÁ, (9)","STADIUM AREA, (182)",47.03,18
2015,"Irajá, (90)","STADIUM AREA, (182)",175.17,18
2016,"Itanhangá, (91)","STADIUM AREA, (182)",56.36,18
2017,"Jacarepaguá, (92)","STADIUM AREA, (182)",301.68,18
2018,"Jacarezinho, (93)","STADIUM AREA, (182)",46.06,18
2019,"Jacaré, (94)","STADIUM AREA, (182)",54.85,18
2020,"Jardim América, (95)","STADIUM AREA, (182)",38.08,18
2021,"Jardim Botânico, (96)","STADIUM AREA, (182)",90.9,18
2022,"Jardim Carioca, (97)","STADIUM AREA, (182)",25.75,18
2023,"Jardim Guanabara, (98)","STADIUM AREA, (182)",64.15,18
2024,"Jardim Sulacap, (99)","STADIUM AREA, (182)",19.19,18
2025,"BELFORD ROXO, (0)","STADIUM AREA, (182)",160.89,19
2026,"MESQUITA, (10)","STADIUM AREA, (182)",145.33,19
2027,"Lagoa, (101)","STADIUM AREA, (182)",163.17,19
2028,"Laranjeiras, (102)","STADIUM AREA, (182)",190.33,19
2029,"Leblon, (103)","STADIUM AREA, (182)",337.77,19
2030,"Leme, (104)","STADIUM AREA, (182)",40.82,19
2031,"Lins de Vasconcelos, (105)","STADIUM AREA, (182)",139.99,19
2032,"Madureira, (106)","STADIUM AREA, (182)",205.92,19
2033,"Magalhães Bastos, (107)","STADIUM AREA, (182)",62.39,19
2034,"Mangueira, (108)","STADIUM AREA, (182)",92.58,19
2035,"Manguinhos, (109)","STADIUM AREA, (182)",183.13,19
2036,"NILÓPOLIS, (11)","STADIUM AREA, (182)",166.31,19
2037,"Marechal Hermes, (111)","STADIUM AREA, (182)",479.12,19
2038,"Maria da Graça, (112)","STADIUM AREA, (182)",87.53,19
2039,"Maré, (113)","STADIUM AREA, (182)",335.94,19
2040,"Moneró, (114)","STADIUM AREA, (182)",21.11,19
2041,"Méier, (115)","STADIUM AREA, (182)",239.29,19
2042,"Olaria, (116)","STADIUM AREA, (182)",115.98,19
2043,"Oswaldo Cruz, (117)","STADIUM AREA, (182)",69.49,19
2044,"Paciência, (118)","STADIUM AREA, (182)",51.52,19
2045,"Padre Miguel, (119)","STADIUM AREA, (182)",52.52,19
2046,"NITERÓI, (12)","STADIUM AREA, (182)",471.23,19
2047,"Parada de Lucas, (121)","STADIUM AREA, (182)",86.11,19
2048,"Parque Anchieta, (122)","STADIUM AREA, (182)",31.32,19
2049,"Parque Columbia, (123)","STADIUM AREA, (182)",18.43,19
2050,"Pavuna, (124)","STADIUM AREA, (182)",133.75,19
2051,"Pechincha, (125)","STADIUM AREA, (182)",42.85,19
2052,"Penha, (127)","STADIUM AREA, (182)",130.04,19
2053,"Penha Circular, (128)","STADIUM AREA, (182)",141.2,19
2054,"Piedade, (129)","STADIUM AREA, (182)",370.6,19
2055,"Pilares, (130)","STADIUM AREA, (182)",50.34,19
2056,"Portuguesa, (132)","STADIUM AREA, (182)",30.62,19
2057,"Praça Seca, (134)","STADIUM AREA, (182)",55.07,19
2058,"Praça da Bandeira, (135)","STADIUM AREA, (182)",356.53,19
2059,"Quintino Bocaiúva, (136)","STADIUM AREA, (182)",81.1,19
2060,"Ramos, (137)","STADIUM AREA, (182)",124.07,19
2061,"Realengo, (138)","STADIUM AREA, (182)",201.08,19
2062,"Recreio dos Bandeirantes, (139)","STADIUM AREA, (182)",172.04,19
2063,"NOVA IGUAÇU, (14)","STADIUM AREA, (182)",458.96,19
2064,"Riachuelo, (140)","STADIUM AREA, (182)",66.57,19
2065,"Ribeira, (141)","STADIUM AREA, (182)",14.35,19
2066,"Rio Comprido, (143)","STADIUM AREA, (182)",329.99,19
2067,"Rocha, (144)","STADIUM AREA, (182)",172.46,19
2068,"Rocha Miranda, (145)","STADIUM AREA, (182)",34.54,19
2069,"Sampaio, (147)","STADIUM AREA, (182)",40.27,19
2070,"Santa Cruz, (148)","STADIUM AREA, (182)",57.26,19
2071,"Santa Teresa, (149)","STADIUM AREA, (182)",104.4,19
2072,"PARACAMBI, (15)","STADIUM AREA, (182)",12.29,19
2073,"Santo Cristo, (150)","STADIUM AREA, (182)",240.3,19
2074,"Santíssimo, (151)","STADIUM AREA, (182)",32.41,19
2075,"Saúde, (152)","STADIUM AREA, (182)",30.26,19
2076,"Senador Camará, (153)","STADIUM AREA, (182)",43.72,19
2077,"São Conrado, (156)","STADIUM AREA, (182)",46.52,19
2078,"São Cristóvão, (157)","STADIUM AREA, (182)",514.92,19
2079,"São Francisco Xavier, (158)","STADIUM AREA, (182)",205.26,19
2080,"Tanque, (159)","STADIUM AREA, (182)",43.11,19
2081,"QUEIMADOS, (16)","STADIUM AREA, (182)",94.03,19
2082,"Taquara, (160)","STADIUM AREA, (182)",109.24,19
2083,"Tijuca, (162)","STADIUM AREA, (182)",2055.16,19
2084,"Todos os Santos, (163)","STADIUM AREA, (182)",78.76,19
2085,"Tomás Coelho, (164)","STADIUM AREA, (182)",161.64,19
2086,"Turiaçu, (165)","STADIUM AREA, (182)",15.34,19
2087,"Urca, (166)","STADIUM AREA, (182)",34.13,19
2088,"Vargem Grande, (167)","STADIUM AREA, (182)",17.77,19
2089,"Vargem Pequena, (168)","STADIUM AREA, (182)",17.78,19
2090,"Vasco da Gama, (169)","STADIUM AREA, (182)",84.76,19
2091,"SÃO GONÇALO, (17)","STADIUM AREA, (182)",371.43,19
2092,"Vicente de Carvalho, (171)","STADIUM AREA, (182)",39.82,19
2093,"Vidigal, (172)","STADIUM AREA, (182)",19.71,19
2094,"Vigário Geral, (173)","STADIUM AREA, (182)",94.52,19
2095,"Vila Isabel, (174)","STADIUM AREA, (182)",644.23,19
2096,"Vila Kosmos, (175)","STADIUM AREA, (182)",34.57,19
2097,"Vila Militar, (176)","STADIUM AREA, (182)",344.57,19
2098,"Vila Valqueire, (177)","STADIUM AREA, (182)",54.61,19
2099,"Vila da Penha, (178)","STADIUM AREA, (182)",24.34,19
2100,"SÃO JOÃO DE MERITI, (18)","STADIUM AREA, (182)",504.43,19
2101,"Zumbi, (180)","STADIUM AREA, (182)",11.28,19
2102,"Água Santa, (181)","STADIUM AREA, (182)",56.47,19
2103,"SEROPÉDICA, (19)","STADIUM AREA, (182)",59.65,19
2104,"DUQUE DE CAXIAS, (2)","STADIUM AREA, (182)",906.9,19
2105,"TANGUÁ, (20)","STADIUM AREA, (182)",10.56,19
2106,"Abolição, (22)","STADIUM AREA, (182)",27.06,19
2107,"Acari, (23)","STADIUM AREA, (182)",22.39,19
2108,"Alto da Boa Vista, (24)","STADIUM AREA, (182)",219.79,19
2109,"Anchieta, (25)","STADIUM AREA, (182)",68.45,19
2110,"Andaraí, (26)","STADIUM AREA, (182)",351.52,19
2111,"Anil, (27)","STADIUM AREA, (182)",64.61,19
2112,"Bancários, (28)","STADIUM AREA, (182)",10.43,19
2113,"Bangu, (29)","STADIUM AREA, (182)",122.06,19
2114,"GUAPIMIRIM, (3)","STADIUM AREA, (182)",30.72,19
2115,"Barra da Tijuca, (30)","STADIUM AREA, (182)",488.65,19
2116,"Barros Filho, (32)","STADIUM AREA, (182)",21.01,19
2117,"Benfica, (33)","STADIUM AREA, (182)",413.72,19
2118,"Bento Ribeiro, (34)","STADIUM AREA, (182)",125.49,19
2119,"Bonsucesso, (35)","STADIUM AREA, (182)",170.61,19
2120,"Botafogo, (36)","STADIUM AREA, (182)",704.19,19
2121,"Brás de Pina, (37)","STADIUM AREA, (182)",61.23,19
2122,"Cachambi, (38)","STADIUM AREA, (182)",182.23,19
2123,"Cacuia, (39)","STADIUM AREA, (182)",19.66,19
2124,"ITABORAÍ, (4)","STADIUM AREA, (182)",84.55,19
2125,"Caju, (40)","STADIUM AREA, (182)",298.75,19
2126,"Campinho, (42)","STADIUM AREA, (182)",11.52,19
2127,"Campo Grande, (43)","STADIUM AREA, (182)",178.52,19
2128,"Campo dos Afonsos, (44)","STADIUM AREA, (182)",15.74,19
2129,"Cascadura, (45)","STADIUM AREA, (182)",95.35,19
2130,"Catete, (46)","STADIUM AREA, (182)",120.44,19
2131,"Catumbi, (47)","STADIUM AREA, (182)",106.98,19
2132,"Cavalcanti, (48)","STADIUM AREA, (182)",13.98,19
2133,"Centro, (49)","STADIUM AREA, (182)",1044.04,19
2134,"ITAGUAÍ, (5)","STADIUM AREA, (182)",60.29,19
2135,"Cidade Nova, (50)","STADIUM AREA, (182)",141.23,19
2136,"Cidade Universitária, (51)","STADIUM AREA, (182)",98.36,19
2137,"Cidade de Deus, (52)","STADIUM AREA, (182)",32.82,19
2138,"Coelho Neto, (54)","STADIUM AREA, (182)",69.77,19
2139,"Colégio, (55)","STADIUM AREA, (182)",41.23,19
2140,"Complexo do Alemão, (56)","STADIUM AREA, (182)",51.56,19
2141,"Copacabana, (57)","STADIUM AREA, (182)",828.61,19
2142,"Cordovil, (58)","STADIUM AREA, (182)",74.38,19
2143,"Cosme Velho, (59)","STADIUM AREA, (182)",56.28,19
2144,"JAPERI, (6)","STADIUM AREA, (182)",46.39,19
2145,"Costa Barros, (61)","STADIUM AREA, (182)",34.21,19
2146,"Curicica, (62)","STADIUM AREA, (182)",50.63,19
2147,"Del Castilho, (63)","STADIUM AREA, (182)",159.26,19
2148,"Deodoro, (64)","STADIUM AREA, (182)",382.59,19
2149,"Encantado, (65)","STADIUM AREA, (182)",147.04,19
2150,"Engenho Novo, (67)","STADIUM AREA, (182)",209.64,19
2151,"Engenho da Rainha, (68)","STADIUM AREA, (182)",86.64,19
2152,"Engenho de Dentro, (69)","STADIUM AREA, (182)",155.34,19
2153,"MAGÉ, (7)","STADIUM AREA, (182)",69.2,19
2154,"Estácio, (70)","STADIUM AREA, (182)",178.52,19
2155,"Flamengo, (71)","STADIUM AREA, (182)",230.47,19
2156,"Freguesia (Jacarepaguá), (73)","STADIUM AREA, (182)",149.7,19
2157,"Galeão, (74)","STADIUM AREA, (182)",99.05,19
2158,"Gamboa, (75)","STADIUM AREA, (182)",136.32,19
2159,"Gardênia Azul, (76)","STADIUM AREA, (182)",32.02,19
2160,"Glória, (78)","STADIUM AREA, (182)",41.98,19
2161,"Grajaú, (79)","STADIUM AREA, (182)",202.4,19
2162,"MANGARATIBA, (8)","STADIUM AREA, (182)",16.78,19
2163,"Guadalupe, (81)","STADIUM AREA, (182)",38.28,19
2164,"Guaratiba, (82)","STADIUM AREA, (182)",44.89,19
2165,"Gávea, (83)","STADIUM AREA, (182)",121.98,19
2166,"Higienópolis, (84)","STADIUM AREA, (182)",71.92,19
2167,"Honório Gurgel, (85)","STADIUM AREA, (182)",38.15,19
2168,"Humaitá, (86)","STADIUM AREA, (182)",66.08,19
2169,"Inhaúma, (87)","STADIUM AREA, (182)",313.43,19
2170,"Inhoaíba, (88)","STADIUM AREA, (182)",36.21,19
2171,"Ipanema, (89)","STADIUM AREA, (182)",169.15,19
2172,"MARICÁ, (9)","STADIUM AREA, (182)",19.02,19
2173,"Irajá, (90)","STADIUM AREA, (182)",142.87,19
2174,"Itanhangá, (91)","STADIUM AREA, (182)",69.45,19
2175,"Jacarepaguá, (92)","STADIUM AREA, (182)",287.52,19
2176,"Jacarezinho, (93)","STADIUM AREA, (182)",51.56,19
2177,"Jacaré, (94)","STADIUM AREA, (182)",68.65,19
2178,"Jardim América, (95)","STADIUM AREA, (182)",53.55,19
2179,"Jardim Botânico, (96)","STADIUM AREA, (182)",92.43,19
2180,"Jardim Carioca, (97)","STADIUM AREA, (182)",25.66,19
2181,"Jardim Guanabara, (98)","STADIUM AREA, (182)",36.75,19
2182,"Jardim Sulacap, (99)","STADIUM AREA, (182)",24.6,19
2183,"BELFORD ROXO, (0)","STADIUM AREA, (182)",94.16,20
2184,"MESQUITA, (10)","STADIUM AREA, (182)",36.04,20
2185,"Lagoa, (101)","STADIUM AREA, (182)",97.92,20
2186,"Laranjeiras, (102)","STADIUM AREA, (182)",140.96,20
2187,"Leblon, (103)","STADIUM AREA, (182)",221.13,20
2188,"Leme, (104)","STADIUM AREA, (182)",29.35,20
2189,"Lins de Vasconcelos, (105)","STADIUM AREA, (182)",93.33,20
2190,"Madureira, (106)","STADIUM AREA, (182)",113.6,20
2191,"Magalhães Bastos, (107)","STADIUM AREA, (182)",24.82,20
2192,"Mangueira, (108)","STADIUM AREA, (182)",106.84,20
2193,"Manguinhos, (109)","STADIUM AREA, (182)",184.99,20
2194,"NILÓPOLIS, (11)","STADIUM AREA, (182)",122.18,20
2195,"Marechal Hermes, (111)","STADIUM AREA, (182)",309.89,20
2196,"Maria da Graça, (112)","STADIUM AREA, (182)",115.54,20
2197,"Maré, (113)","STADIUM AREA, (182)",238.25,20
2198,"Méier, (115)","STADIUM AREA, (182)",179.58,20
2199,"Olaria, (116)","STADIUM AREA, (182)",70.86,20
2200,"Oswaldo Cruz, (117)","STADIUM AREA, (182)",39.1,20
2201,"Paciência, (118)","STADIUM AREA, (182)",28.78,20
2202,"Padre Miguel, (119)","STADIUM AREA, (182)",28.74,20
2203,"NITERÓI, (12)","STADIUM AREA, (182)",369.1,20
2204,"Parada de Lucas, (121)","STADIUM AREA, (182)",39.97,20
2205,"Parque Anchieta, (122)","STADIUM AREA, (182)",34.02,20
2206,"Parque Columbia, (123)","STADIUM AREA, (182)",17.44,20
2207,"Pavuna, (124)","STADIUM AREA, (182)",118.05,20
2208,"Pechincha, (125)","STADIUM AREA, (182)",27.28,20
2209,"Penha, (127)","STADIUM AREA, (182)",87.01,20
2210,"Penha Circular, (128)","STADIUM AREA, (182)",98.55,20
2211,"Piedade, (129)","STADIUM AREA, (182)",192.46,20
2212,"Pilares, (130)","STADIUM AREA, (182)",23.67,20
2213,"Portuguesa, (132)","STADIUM AREA, (182)",19.99,20
2214,"Praça Seca, (134)","STADIUM AREA, (182)",16.84,20
2215,"Praça da Bandeira, (135)","STADIUM AREA, (182)",386.11,20
2216,"Quintino Bocaiúva, (136)","STADIUM AREA, (182)",50.79,20
2217,"Ramos, (137)","STADIUM AREA, (182)",99.09,20
2218,"Realengo, (138)","STADIUM AREA, (182)",96.57,20
2219,"Recreio dos Bandeirantes, (139)","STADIUM AREA, (182)",60.23,20
2220,"NOVA IGUAÇU, (14)","STADIUM AREA, (182)",299.4,20
2221,"Riachuelo, (140)","STADIUM AREA, (182)",33.53,20
2222,"Rio Comprido, (143)","STADIUM AREA, (182)",360.09,20
2223,"Rocha, (144)","STADIUM AREA, (182)",205.57,20
2224,"Rocha Miranda, (145)","STADIUM AREA, (182)",53.51,20
2225,"Sampaio, (147)","STADIUM AREA, (182)",43.32,20
2226,"Santa Cruz, (148)","STADIUM AREA, (182)",29.77,20
2227,"Santa Teresa, (149)","STADIUM AREA, (182)",96.31,20
2228,"Santo Cristo, (150)","STADIUM AREA, (182)",302.12,20
2229,"Santíssimo, (151)","STADIUM AREA, (182)",27.81,20
2230,"Saúde, (152)","STADIUM AREA, (182)",38.61,20
2231,"Senador Camará, (153)","STADIUM AREA, (182)",22.68,20
2232,"São Conrado, (156)","STADIUM AREA, (182)",40.52,20
2233,"São Cristóvão, (157)","STADIUM AREA, (182)",470.79,20
2234,"São Francisco Xavier, (158)","STADIUM AREA, (182)",227.29,20
2235,"Tanque, (159)","STADIUM AREA, (182)",27.37,20
2236,"QUEIMADOS, (16)","STADIUM AREA, (182)",55.3,20
2237,"Taquara, (160)","STADIUM AREA, (182)",53.27,20
2238,"Tijuca, (162)","STADIUM AREA, (182)",1598.46,20
2239,"Todos os Santos, (163)","STADIUM AREA, (182)",61.4,20
2240,"Tomás Coelho, (164)","STADIUM AREA, (182)",77.4,20
2241,"Turiaçu, (165)","STADIUM AREA, (182)",18.61,20
2242,"Urca, (166)","STADIUM AREA, (182)",35.8,20
2243,"Vargem Pequena, (168)","STADIUM AREA, (182)",20.04,20
2244,"Vasco da Gama, (169)","STADIUM AREA, (182)",60.97,20
2245,"SÃO GONÇALO, (17)","STADIUM AREA, (182)",294.74,20
2246,"Vicente de Carvalho, (171)","STADIUM AREA, (182)",30.14,20
2247,"Vigário Geral, (173)","STADIUM AREA, (182)",58.44,20
2248,"Vila Isabel, (174)","STADIUM AREA, (182)",414.33,20
2249,"Vila Kosmos, (175)","STADIUM AREA, (182)",19.22,20
2250,"Vila Militar, (176)","STADIUM AREA, (182)",184.74,20
2251,"Vila Valqueire, (177)","STADIUM AREA, (182)",23.36,20
2252,"Vila da Penha, (178)","STADIUM AREA, (182)",31.83,20
2253,"Vista Alegre, (179)","STADIUM AREA, (182)",13.75,20
2254,"SÃO JOÃO DE MERITI, (18)","STADIUM AREA, (182)",281.78,20
2255,"Água Santa, (181)","STADIUM AREA, (182)",30.34,20
2256,"SEROPÉDICA, (19)","STADIUM AREA, (182)",31.65,20
2257,"DUQUE DE CAXIAS, (2)","STADIUM AREA, (182)",536.67,20
2258,"TANGUÁ, (20)","STADIUM AREA, (182)",65.64,20
2259,"Abolição, (22)","STADIUM AREA, (182)",16.73,20
2260,"Alto da Boa Vista, (24)","STADIUM AREA, (182)",172.08,20
2261,"Anchieta, (25)","STADIUM AREA, (182)",52.24,20
2262,"Andaraí, (26)","STADIUM AREA, (182)",254.6,20
2263,"Anil, (27)","STADIUM AREA, (182)",16.54,20
2264,"Bangu, (29)","STADIUM AREA, (182)",87.79,20
2265,"GUAPIMIRIM, (3)","STADIUM AREA, (182)",27.5,20
2266,"Barra da Tijuca, (30)","STADIUM AREA, (182)",311.06,20
2267,"Barros Filho, (32)","STADIUM AREA, (182)",15.5,20
2268,"Benfica, (33)","STADIUM AREA, (182)",389.65,20
2269,"Bento Ribeiro, (34)","STADIUM AREA, (182)",41.3,20
2270,"Bonsucesso, (35)","STADIUM AREA, (182)",141.01,20
2271,"Botafogo, (36)","STADIUM AREA, (182)",453.58,20
2272,"Brás de Pina, (37)","STADIUM AREA, (182)",48.68,20
2273,"Cachambi, (38)","STADIUM AREA, (182)",155.35,20
2274,"ITABORAÍ, (4)","STADIUM AREA, (182)",67.0,20
2275,"Caju, (40)","STADIUM AREA, (182)",278.76,20
2276,"Campo Grande, (43)","STADIUM AREA, (182)",100.08,20
2277,"Cascadura, (45)","STADIUM AREA, (182)",93.9,20
2278,"Catete, (46)","STADIUM AREA, (182)",71.85,20
2279,"Catumbi, (47)","STADIUM AREA, (182)",78.61,20
2280,"Cavalcanti, (48)","STADIUM AREA, (182)",12.4,20
2281,"Centro, (49)","STADIUM AREA, (182)",760.33,20
2282,"Cidade Nova, (50)","STADIUM AREA, (182)",182.82,20
2283,"Cidade Universitária, (51)","STADIUM AREA, (182)",71.53,20
2284,"Cidade de Deus, (52)","STADIUM AREA, (182)",23.58,20
2285,"Coelho Neto, (54)","STADIUM AREA, (182)",39.24,20
2286,"Colégio, (55)","STADIUM AREA, (182)",42.09,20
2287,"Complexo do Alemão, (56)","STADIUM AREA, (182)",40.24,20
2288,"Copacabana, (57)","STADIUM AREA, (182)",650.82,20
2289,"Cordovil, (58)","STADIUM AREA, (182)",25.98,20
2290,"Cosme Velho, (59)","STADIUM AREA, (182)",41.59,20
2291,"JAPERI, (6)","STADIUM AREA, (182)",23.4,20
2292,"Cosmos, (60)","STADIUM AREA, (182)",12.54,20
2293,"Costa Barros, (61)","STADIUM AREA, (182)",13.99,20
2294,"Del Castilho, (63)","STADIUM AREA, (182)",150.93,20
2295,"Deodoro, (64)","STADIUM AREA, (182)",281.46,20
2296,"Encantado, (65)","STADIUM AREA, (182)",96.99,20
2297,"Engenheiro Leal, (66)","STADIUM AREA, (182)",19.14,20
2298,"Engenho Novo, (67)","STADIUM AREA, (182)",154.61,20
2299,"Engenho da Rainha, (68)","STADIUM AREA, (182)",58.26,20
2300,"Engenho de Dentro, (69)","STADIUM AREA, (182)",106.06,20
2301,"Estácio, (70)","STADIUM AREA, (182)",169.15,20
2302,"Flamengo, (71)","STADIUM AREA, (182)",167.67,20
2303,"Freguesia (Jacarepaguá), (73)","STADIUM AREA, (182)",87.75,20
2304,"Galeão, (74)","STADIUM AREA, (182)",104.53,20
2305,"Gamboa, (75)","STADIUM AREA, (182)",105.06,20
2306,"Gardênia Azul, (76)","STADIUM AREA, (182)",24.06,20
2307,"Glória, (78)","STADIUM AREA, (182)",42.28,20
2308,"Grajaú, (79)","STADIUM AREA, (182)",150.2,20
2309,"MANGARATIBA, (8)","STADIUM AREA, (182)",13.51,20
2310,"Guadalupe, (81)","STADIUM AREA, (182)",43.09,20
2311,"Guaratiba, (82)","STADIUM AREA, (182)",16.0,20
2312,"Gávea, (83)","STADIUM AREA, (182)",49.86,20
2313,"Higienópolis, (84)","STADIUM AREA, (182)",49.23,20
2314,"Honório Gurgel, (85)","STADIUM AREA, (182)",29.98,20
2315,"Humaitá, (86)","STADIUM AREA, (182)",60.82,20
2316,"Inhaúma, (87)","STADIUM AREA, (182)",210.9,20
2317,"Inhoaíba, (88)","STADIUM AREA, (182)",26.01,20
2318,"Ipanema, (89)","STADIUM AREA, (182)",175.5,20
2319,"MARICÁ, (9)","STADIUM AREA, (182)",39.08,20
2320,"Irajá, (90)","STADIUM AREA, (182)",108.26,20
2321,"Itanhangá, (91)","STADIUM AREA, (182)",33.29,20
2322,"Jacarepaguá, (92)","STADIUM AREA, (182)",191.29,20
2323,"Jacarezinho, (93)","STADIUM AREA, (182)",50.35,20
