origin_id,destination_id,total_trips
182,35,557.06
182,36,2362.2
182,37,317.89
182,38,781.52
182,39,57.9
182,4,305.82
182,40,620.72
182,42,75.99
182,43,1028.37
182,44,57.81
182,45,222.16
182,46,667.31
182,47,569.04
182,48,77.43
182,49,3373.52
182,5,155.87
182,50,1431.97
182,51,180.89
182,52,121.71
182,53,23.45
182,54,353.14
182,55,236.15
182,56,343.25
182,57,3113.75
182,58,290.71
182,59,295.63
182,6,335.93
182,60,117.72
182,61,145.65
182,62,102.83
182,63,433.5
182,64,440.46
182,65,176.29
182,66,67.98
182,67,1096.64
182,68,469.61
182,69,757.78
182,7,443.46
182,70,959.69
182,71,1024.86
182,72,18.98
182,73,613.69
182,74,376.77
182,75,895.15
182,76,127.41
182,77,16.56
182,78,406.46
182,79,1439.55
182,8,206.15
182,81,194.9
182,82,321.18
182,83,487.84
182,84,289.12
182,85,138.74
182,86,545.8
182,87,910.25
182,88,138.45
182,89,1005.71
182,9,679.81
182,90,587.61
182,91,320.68
182,92,1285.76
182,93,190.58
182,94,363.66
182,95,197.63
182,96,730.82
182,97,74.79
182,98,257.76
182,99,94.83
19,182,207.15
2,182,3176.42
20,182,52.26
22,182,84.64
23,182,106.75
24,182,900.12
25,182,234.88
26,182,2723.96
27,182,130.23
28,182,27.67
29,182,520.15
3,182,98.24
30,182,1219.71
32,182,76.42
33,182,1381.69
34,182,239.46
35,182,384.03
36,182,1883.95
37,182,238.51
38,182,682.23
39,182,50.19
4,182,217.16
40,182,850.35
41,182,11.79
42,182,72.75
43,182,652.15
44,182,20.23
45,182,251.64
46,182,439.91
47,182,475.76
48,182,67.76
49,182,2278.9
5,182,81.63
50,182,999.82
51,182,328.61
52,182,91.7
53,182,10.74
54,182,261.3
55,182,223.91
56,182,300.3
57,182,2017.65
58,182,230.96
59,182,308.63
6,182,265.46
60,182,87.17
61,182,115.09
62,182,88.12
63,182,340.72
64,182,464.03
65,182,199.23
66,182,60.42
67,182,948.53
68,182,326.88
69,182,660.95
7,182,428.87
70,182,827.09
71,182,786.18
72,182,26.58
73,182,465.45
74,182,370.58
75,182,426.45
76,182,74.1
78,182,234.63
79,182,1544.42
8,182,54.67
81,182,154.91
82,182,176.19
83,182,365.7
84,182,342.65
85,182,110.57
86,182,232.53
87,182,723.23
88,182,71.64
89,182,771.29
9,182,223.06
90,182,566.94
91,182,279.03
92,182,900.87
93,182,201.27
94,182,441.91
95,182,132.34
96,182,359.57
97,182,78.69
98,182,158.47
99,182,44.64
