origin_id,destination_id,total_trips
69,182,1001.13
7,182,441.79
70,182,1115.42
71,182,930.79
72,182,59.26
73,182,578.92
74,182,533.17
75,182,659.65
76,182,118.36
77,182,25.23
78,182,330.2
79,182,1980.63
8,182,104.0
81,182,298.06
82,182,138.61
83,182,434.82
84,182,408.43
85,182,122.57
86,182,316.19
87,182,1233.8
88,182,169.18
89,182,1102.03
9,182,294.57
90,182,985.63
91,182,306.87
92,182,1257.07
93,182,333.8
94,182,557.52
95,182,196.58
96,182,478.39
97,182,146.06
98,182,275.33
99,182,119.96
