origin_id,destination_id,total_trips
43,182,728.23
44,182,15.51
45,182,269.58
46,182,570.94
47,182,624.88
48,182,112.8
49,182,3347.42
5,182,101.87
50,182,1450.15
51,182,204.31
52,182,105.21
53,182,19.41
54,182,275.22
55,182,353.54
56,182,363.72
57,182,3004.02
58,182,238.45
59,182,488.03
6,182,135.13
60,182,129.02
61,182,154.6
62,182,93.8
63,182,418.46
64,182,552.0
65,182,196.12
66,182,62.12
67,182,1168.46
68,182,275.27
69,182,779.09
7,182,507.27
70,182,1033.97
71,182,892.1
72,182,70.65
73,182,547.5
74,182,453.25
75,182,607.65
76,182,53.64
78,182,351.89
79,182,1897.67
8,182,128.61
81,182,204.05
82,182,168.95
83,182,435.98
84,182,291.05
85,182,99.26
86,182,373.93
87,182,832.73
88,182,134.95
89,182,958.73
9,182,473.63
90,182,747.6
91,182,285.89
92,182,1140.85
93,182,215.89
94,182,429.18
95,182,219.81
96,182,480.23
97,182,107.12
98,182,180.11
99,182,75.83
