origin_id,destination_id,total_trips
182,59,315.13
182,6,238.39
182,60,105.35
182,61,93.24
182,62,112.71
182,63,517.32
182,64,713.53
182,65,189.2
182,66,54.74
182,67,1060.66
182,68,544.9
182,69,819.95
182,7,503.52
182,70,982.27
182,71,856.66
182,72,47.02
182,73,730.42
182,74,510.92
182,75,544.65
182,76,45.13
182,77,14.11
182,78,287.68
182,79,1436.77
182,8,60.1
182,81,225.29
182,82,207.4
182,83,492.47
182,84,318.07
182,85,127.11
182,86,613.69
182,87,964.86
182,88,152.41
182,89,661.62
182,9,366.85
182,90,614.2
182,91,347.5
182,92,1513.26
182,93,226.26
182,94,451.79
182,95,158.81
182,96,700.38
182,97,85.73
182,98,373.78
182,99,105.4
19,182,596.87
2,182,5117.04
20,182,172.63
22,182,98.69
23,182,221.93
24,182,1001.01
25,182,281.47
26,182,3121.22
27,182,207.34
28,182,68.71
29,182,665.98
3,182,213.83
30,182,2034.46
31,182,13.87
32,182,147.36
33,182,1906.12
34,182,465.69
35,182,393.88
36,182,2223.94
37,182,377.62
38,182,895.22
39,182,65.44
4,182,709.0
40,182,1142.19
41,182,18.91
42,182,62.73
43,182,847.11
44,182,34.13
45,182,374.41
46,182,668.34
47,182,697.92
48,182,126.92
49,182,2819.28
5,182,214.66
50,182,535.27
51,182,401.35
52,182,62.56
53,182,10.88
54,182,335.81
55,182,291.61
56,182,347.56
57,182,4204.74
58,182,322.12
59,182,603.14
6,182,230.52
60,182,142.26
61,182,132.3
62,182,118.63
63,182,566.13
64,182,1198.33
65,182,316.14
66,182,55.62
67,182,1227.08
68,182,469.22
69,182,834.64
7,182,688.28
70,182,1041.86
71,182,886.21
72,182,59.01
73,182,732.12
74,182,537.76
75,182,635.08
76,182,97.03
77,182,15.27
78,182,299.96
79,182,1652.91
8,182,95.42
81,182,296.24
82,182,249.82
83,182,607.03
84,182,341.26
85,182,115.68
86,182,337.34
87,182,1041.77
88,182,154.34
89,182,746.3
9,182,524.38
90,182,660.21
91,182,274.88
92,182,1409.99
93,182,256.18
94,182,486.69
95,182,208.01
96,182,436.9
97,182,115.7
98,182,303.22
99,182,90.48
